username,handle,postDate,likes,shares,total_comments,post_url,responding,post_id
IndiHomeCare,IndiHomeCare,2023-07-03 20:00:00,0,0,0,https://facebook.com/649201200403923,"Selamat pagi, Kak.Ada yang bisa Fani bantu terkait layanan atau produk IndiHome? yuk infokan detailnya. -Fani",649201200403923
profile.php,profile.php,2023-07-03 20:00:00,0,0,0,https://facebook.com/823609392766201,Bales dm ya min,823609392766201
IndiHomeCare,IndiHomeCare,2023-07-03 20:00:00,0,0,0,https://facebook.com/827590092135397,"Baik, Kak.Inbox Kakak segera kami respons ya, silakan cek secara berkala.Berkenan menunggu. -Fani",827590092135397
henry.johannes.3,henry.johannes.3,2023-07-02 00:00:00,,,1,https://facebook.com/294154769721574,IndiHome Care gimana cara berlangganan ?Sy sdh tanya bbrpa org sales di facebook ini tp mrka semua blg blm ada jaringan,294154769721574
IndiHomeCare,IndiHomeCare,2023-07-02 00:00:00,0,0,0,https://facebook.com/1330461914203885,"Hallo, Kak Henry. Marli informasikan saat ini registrasi pemasangan baru layanan IndiHome lebih mudah melalui aplikasi myIndiHome.Kakak bisa Unduh aplikasi myIndiHome di Play Store atau App Store pada gadget atau kunjungi website IndiHome.co.id.Terima kasih. -Marli",1330461914203885
radyan.kojek,radyan.kojek,2023-07-03 13:00:00,,,1,https://facebook.com/251372627609925,Halo,251372627609925
IndiHomeCare,IndiHomeCare,2023-07-03 13:00:00,0,0,0,https://facebook.com/249633427809111,"Halo, Kak Radyan. Ada yang bisa Vale bantu seputar produk dan layanan IndiHome ? silakan informasikan detailnya Via Inbox ya Kak. Terima kasih -Vale",249633427809111
uun.agus.3,uun.agus.3,2023-07-03 01:00:00,,,1,https://facebook.com/256002377124463,Tolong dong yang ada di aplikasi televisi indihome bisa lebih diperbanyak karena datangnya digital di Indonesia akan susah untuk menonton televisi di digital ini belum pasti TV bisa ditonton di Indonesia karena Trans TV Trans7 saja sekarang sudah menjadi TV berbayar apalagi kalau udah digital pasti digital akan dibuat bayar juga terus di Indonesia tidak akan ada TV lagi mohon agar indihome di aplikasi tetapi bisa dinikmati gratis karena susahnya televisi yang ada di Indonesia karena digital,256002377124463
IndiHomeCare,IndiHomeCare,2023-07-03 01:00:00,0,0,0,https://facebook.com/974014653806694,"Halo, Kak Agus. Refan informasikan untuk saat ini tidak ada perubahan paket/produk, ya. Kakak akan mendapatkan informasi secara berkala jika terdapat perubahan atau penawaran produk lebih lanjut. Selain itu, untuk tayangan yang ada di aplikasi IndiHome TV dapat dinikmati sesuai paketnya, ya Terima kasih. -Refan",974014653806694
profile.php,profile.php,2023-07-03 22:00:00,,,1,https://facebook.com/3439018943003435,Halo minn,3439018943003435
IndiHomeCare,IndiHomeCare,2023-07-03 22:00:00,0,0,0,https://facebook.com/523489993236773,"Halo, Kak Susi. Ada yang bisa Dican bantu terkait layanan dan produk IndiHome-nya? Terima kasih. -Dican",523489993236773
dina.sport.589,dina.sport.589,2023-07-03 23:00:00,,,0,https://facebook.com/155448800883316,Dimurahkan donk min,155448800883316
profile.php,profile.php,2023-07-03 04:00:00,,,3,https://facebook.com/795884498700628,"Sekarang kalau daftar & komplain langsung offline, ke grapari telkomsel juga atau masih hanya ke plasa telkom saja?",795884498700628
IndiHomeCare,IndiHomeCare,2023-07-03 04:00:00,0,0,0,https://facebook.com/187752727324716,"Kak Slamet, laporan secara Offline atau laporan secara langsung dapat dilakukan melalui Grapari atau Plasa Telkom ya. -Citra",187752727324716
profile.php,profile.php,2023-07-03 04:00:00,0,0,0,https://facebook.com/939012627330764,"IndiHome Care baik, terimakasih Min",939012627330764
IndiHomeCare,IndiHomeCare,2023-07-03 04:00:00,0,0,0,https://facebook.com/753178446560340,"Sama-sama, Kak Slamet. Senang hati bisa membantu dan melayani. -Refan",753178446560340
essyechi.echi,essyechi.echi,2023-07-03 09:00:00,,,1,https://facebook.com/206492329034820,"Wifi saya ada gangguan, saya lapor lewat email. Cepat sekali di responnya, pagi di laporkan sorenya tekhnisinya datangTerimakasih indihome",206492329034820
IndiHomeCare,IndiHomeCare,2023-07-03 09:00:00,0,0,0,https://facebook.com/778974687316989,Sama sama ya Kak Esi. Senang mendengar kabar baiknya. Selamat menikmati layanan IndiHome kembali :) Semoga Kakak sehat selalu dan tetap bersemangat. -Richi,778974687316989
edwaldus,edwaldus,2023-07-03 01:00:00,,,1,https://facebook.com/928226988478116,Tolobg dong layanan tv gambarnya blur kabur ga jelas sudah 1 minggu,928226988478116
IndiHomeCare,IndiHomeCare,2023-07-03 01:00:00,0,0,0,https://facebook.com/619824536591886,"Siap, Kak Nicolaus.Yuk kirimkan dulu capture Mac Address dibalik STB (Set Top Box) dan konfirmasi nomor HP serta nomor HP alternatif yang sudah rekan kami sampikan melalaui inbox. Guna dibantu penanganan lebih lanjut kondisi IndiHome TV-nya dan menjaga kerahasiaan data. Kami tunggu di inbox ya, Kak.Terima kasih. -Aryan",619824536591886
sugiooo,sugiooo,2023-07-03 23:35:00,,,1,https://facebook.com/1731110510737387,"Klo mo layanan gangguan kemana ya adminnya yg bisa di hubungi ,udah 3 hari wifi loss",1731110510737387
IndiHomeCare,IndiHomeCare,2023-07-03 23:45:00,0,0,0,https://facebook.com/1628933364237195,"Kak Sugiono.Laporannya bisa dibantu melalui kami ya.Apabila koneksinya LOS, pastikan terlebih dahulu kabel patch cord (kabel yg berwarna hitam/kuning, ujung berwarna biru) sudah terpasang atau tertancap dengan kencang dan benar.Ditunggu kabar baiknya. -Fani",1628933364237195
syams.alam.7,syams.alam.7,2023-07-02 00:00:00,,,1,https://facebook.com/985940305775083,Kacau kyx aplikasi streaming di STB IndihomeTv tak bisa diakses... wkwkwk !!!!????,985940305775083
IndiHomeCare,IndiHomeCare,2023-07-02 00:00:00,0,0,0,https://facebook.com/250275837709996,"Hai, Kak. Guna dibantu pengecekan silakan informasikan data berikut melalui DM:- Nomor IndiHome- Atas nama- Alamat lengkap- Jumlah tagihan terakhir lunas- Tanggal pembayaran tagihan terakhir- Relasi dengan pemilik IndiHomeTerima kasih. -Marli",250275837709996
noercahyo.dimedjo,noercahyo.dimedjo,2023-07-03 10:00:00,,,1,https://facebook.com/1056325782016126,"Dari sore, terhubung tidak ada internet",1056325782016126
IndiHomeCare,IndiHomeCare,2023-07-03 10:00:00,0,0,0,https://facebook.com/640507741348800,"Hai Kak Nurcahyo. Maaf ya sudah buat tidak nyaman. Agar dibantu lakukan pengecekan pada koneksi internetnya yuk informasikan atas nama, alamat, jumlah tagihan terakhir (lunas), tanggal pembayaran terakhir dengan status lunas, relasi dengan pemilik dan nomor internet via inbox guna dibantu tindak lanjut. Terima kasih -Richi",640507741348800
ade.putra.9,ade.putra.9,2023-07-03 02:00:00,,,5,https://facebook.com/651509633664724,"Min...Berhenti berlangganan indihome lewat 147 kok ribet banget ya?Terlalu bertele2 dan banyak pertanyaan2 dari CS ampe paket nelpon di HP habis dan harus ulang lagi dari awal dan beli paket nelpon lagi....Tolonglah jangan mempersulit orang lain.....Kalau customer sudah yakin untuk berhenti berlangganan, tidak perlu lagi mengulang2 pertanyaan dengan alasan sudah prosedurnya begitu.....Rugipulsa, rugi waktu min....Tolonglah",651509633664724
IndiHomeCare,IndiHomeCare,2023-07-03 02:00:00,0,0,0,https://facebook.com/1337972556757726,"Halo, Kak Ade.Maaf nih jadi ga nyaman. Permintaannya juga bisa kami bantu. Aryan harap Kakak sudah mempertimbangkan dengan matang. Boleh sampaikan alasannya karena apa? Selain itu kirimkan data via inbox, seperti: 1. Nomor IndiHome, 2. Atas nama pemilik. 3. Alamat lengkap (beserta patokan/ancer-ancer), 4. Nama pemohon, 5. Hubungan (Pemilik/Ayah/Ibu/Saudara), 6. Identitas pemohon (KTP/PASSPORT), 7. No Identitas pemohon, 8. Hp utama dan alternatif, 9. Email. Ditunggu konfirmasinya.Terima kasih. -Aryan",1337972556757726
ade.putra.9,ade.putra.9,2023-07-03 02:00:00,0,0,0,https://facebook.com/260042740050674,nah ini.....kenapa lagi2 bertanya alasan.....tadisudah lengkap alasannya waktu istri saya nelp.....pertanyaan yg sama berulang2 terus....,260042740050674
IndiHomeCare,IndiHomeCare,2023-07-03 02:00:00,0,0,0,https://facebook.com/166912863049130,"Baik Kak, guna dibantu tindak lanjuti mohon informasikan data-datanya melalui inbox ya. Terima kasih. -Marli",166912863049130
ade.putra.9,ade.putra.9,2023-07-03 02:00:00,0,0,0,https://facebook.com/266519912736386,"IndiHome Care nanti di inbox ada pertanyaan2 atau tawaran2 lagi? kalau masih ada, mohon maaf...buang2 waktu saja...Kalau langsung di proses ok saya minta istri saya untuk inbox. karena kalo saya yg inbox nanti panjang lagi prosedurnya karena akun atas nama istri",266519912736386
IndiHomeCare,IndiHomeCare,2023-07-03 02:00:00,0,0,0,https://facebook.com/788822712744891,"Kak Ade, untuk permintaannya memiliki beberapa proses tahapan validasi lebih dulu dan diperlukan juga konfirmasi langsung sampai permintaan dapat ditindaklanjuti. Terima kasih. -Ruth",788822712744891
deny.priady.14,deny.priady.14,2023-07-03 09:00:00,,,1,https://facebook.com/282587310961098,"met malam MImin...modem saya sepertinya udah usang sudah 3 tahun.. apakah bisa di ganti tpi gratis,,,,,..?",282587310961098
IndiHomeCare,IndiHomeCare,2023-07-03 09:00:00,0,0,0,https://facebook.com/6360083417373261,"Halo Kak Deny. Pergantian modem akan dibantu pengecekan terlebih dahulu oleh teknisi ke lokasi. Sebelumnya bisa informasikan lebih detail terkait kendala yang di alami pada modem nya melalui Inbox ya, Kak. Ditunggu konfirmasinya. -Firaz",6360083417373261
dean.gea,dean.gea,2023-07-03 05:00:00,,,7,https://facebook.com/1421147765286070,rto terus min setiap 30ampe 1jam,1421147765286070
IndiHomeCare,IndiHomeCare,2023-07-03 05:00:00,0,0,0,https://facebook.com/1591816231349253,"Kak Dean, Lily cek layanan Kakak kurang maksimal.Apakah berkenan dibantu refresh dari sistem? Nantinya layanan akan terputus beberapa saat. Lily tunggu konfirmasinya ya. -Lily",1591816231349253
dean.gea,dean.gea,2023-07-03 05:00:00,0,0,0,https://facebook.com/535192558679250,IndiHome Care mohon di bantu min dah coba restart ini itu tetep sama dari kemarin,535192558679250
IndiHomeCare,IndiHomeCare,2023-07-03 05:00:00,0,0,0,https://facebook.com/197430996621425,"Siap, Kak Dean. Koneksi internetnya sudah Aryan bantu refresh melalui sistem, agar kembali stabil. Silakan dicoba secara berkala ya, Kak. Terima kasih. -Aryan",197430996621425
dean.gea,dean.gea,2023-07-03 06:00:00,0,0,0,https://facebook.com/108262792313119,IndiHome Care sama aja tetap no internet setiap beberapa menit,108262792313119
IndiHomeCare,IndiHomeCare,2023-07-03 06:00:00,0,0,0,https://facebook.com/6301173619938328,"Baik Kak Dean, silakan informasikan Lily kapan terakhir kali layanan kurang maksimal? -Lily",6301173619938328
dean.gea,dean.gea,2023-07-03 06:00:00,0,0,0,https://facebook.com/685898330029179,"IndiHome Care dah 2hari begini cape benerdah coba restart router ini itu tetep sama,",685898330029179
IndiHomeCare,IndiHomeCare,2023-07-03 06:00:00,0,0,0,https://facebook.com/578176961057772,"Baik Kak Dean. Firaz sudah bantu setting dan pengaturan akan kembali ke tanggal 27-06-2023. Pastikan tidak lupa dengan password SSID saat pada tanggal tersebut. Jika lupa bisa dibantu setting password SSID nya kembali. Silakan dicoba kembali secara berkala ya, Kak. Terima kasih -Firaz",578176961057772
jisam.soe.756,jisam.soe.756,2023-07-03 13:00:00,,,1,https://facebook.com/247357671352278,Kalau belom bayar gmn kak.apakah bisa berhenti berlangganan? Trmksh,247357671352278
IndiHomeCare,IndiHomeCare,2023-07-03 13:00:00,0,0,0,https://facebook.com/1477921156294847,"Halo, Kak Yatno. Jika ingin berhenti berlangganan, wajib melunasi tagihan bulan berjalan baik yang sudah jatuh tempo atau belum ya. -Randal",1477921156294847
andi.real.3990,andi.real.3990,2023-07-03 04:00:00,,,4,https://facebook.com/6757414917610407,Izin bertanya untuk cara migrasi paket dari 2p ke 1p bagaimana yah?,6757414917610407
IndiHomeCare,IndiHomeCare,2023-07-03 04:00:00,0,0,0,https://facebook.com/173022372428264,"Hi, Kak Andi. Permintaan migrasi paket bisa dibantu melalui kami, silakan informasikan terlebih dahulu nomor internet, atas nama, alamat, (1/2) -Firaz",173022372428264
IndiHomeCare,IndiHomeCare,2023-07-03 04:00:00,0,0,0,https://facebook.com/802533988041468,"jumlah tagihan terakhir dengan status lunas tanpa biaya admin, tanggal pembayaran terakhir dengan status lunas tanggal - bulan, dan Relasi dengan pemilik IndiHome, melalui DM ya. (2/2) -Firaz",802533988041468
andi.real.3990,andi.real.3990,2023-07-03 04:00:00,0,0,0,https://facebook.com/220868590859868,IndiHome Care sudah di inbox kak,220868590859868
IndiHomeCare,IndiHomeCare,2023-07-03 04:00:00,0,0,0,https://facebook.com/629649575794411,"Baik Kak Andi, Inbox Kakak akan segera kami respon. Silakan dicek secara berkala ya. -Lily",629649575794411
mpenggoda3,mpenggoda3,2023-07-03 05:00:00,,,3,https://facebook.com/786501892960621,Saya mau perbaikan kabel sma pindahin perangkat wifi nya bisa hubungi siapa ya? Kmaren habis renovasi garasi rumah kabel nya kena papan coran.,786501892960621
IndiHomeCare,IndiHomeCare,2023-07-03 05:00:00,0,0,0,https://facebook.com/250045504405010,"Halo Kak Annida, prosesnya dapat dilakukan melalui kami. Informasikan data berikut guna verifikasi dalam pengecekannya, informasikan melalui Inbox ya.-Nomor internet-Atas Nama-Alamat Pelanggan-Jumlah tagihan terakhir dengan status lunas tanpa biaya admin-Tanggal pembayaran terakhir dengan status lunas tanggal - bulan-Relasi dengan pemilik IndiHome (misalnya Pemilik/Anak/Saudara)Untuk pindah perangkat modem apakah masih didalam rumah atau berbeda rumah Kak ? -Citra",250045504405010
mpenggoda3,mpenggoda3,2023-07-03 05:00:00,0,0,0,https://facebook.com/6429707377149929,"IndiHome Care oke baik, sbntar",6429707377149929
IndiHomeCare,IndiHomeCare,2023-07-03 05:00:00,0,0,0,https://facebook.com/626106556138402,"Baik, Kak Annida. Ditunggu datanya di inbox, ya. Terima kasih. -Refan",626106556138402
arismy55,arismy55,2023-07-03 11:00:00,,,1,https://facebook.com/807106310846347,Garakan no Fup seperti isp lainn,807106310846347
IndiHomeCare,IndiHomeCare,2023-07-03 11:00:00,0,0,0,https://facebook.com/1289826748288564,"Halo Kak Aris, ada yang bisa Ajay bantu? Silakan informasikan secara detailnya kepada kami ya Kak. Terima kasih -Ajay",1289826748288564
kadang.purnomo,kadang.purnomo,2023-07-03 02:00:00,,,1,https://facebook.com/289859156849274,saya rto terus kak,289859156849274
IndiHomeCare,IndiHomeCare,2023-07-03 02:00:00,0,0,0,https://facebook.com/190731377299709,"Hi Kak Maulana, kondisi layanannya Lily bantu pengecekan.Silakan informasikan melalui Inbox data berikut:1. Nomor Internet2. Atas nama pemilik layanan3. Alamat pemasangan4. Jumlah tagihan terakhir lunas tanpa biaya admin5. Tanggal pembayaran terakhir6. Relasi dengan pemilik -Lily",190731377299709
profile.php,profile.php,2023-07-03 02:00:00,,,1,https://facebook.com/798016058588179,Indihome care cek inbok,798016058588179
IndiHomeCare,IndiHomeCare,2023-07-03 02:00:00,0,0,0,https://facebook.com/153966191031410,"Kak Jenny. Inbox dari Kakak akan segera kami respon, ya. Silakan lakukan pengecekan Inbox secara berkala, terima kasih -Anin",153966191031410
indra.rkmnh.3,indra.rkmnh.3,2023-07-03 11:00:00,,,1,https://facebook.com/3417782708434492,Kak,3417782708434492
IndiHomeCare,IndiHomeCare,2023-07-03 11:00:00,0,0,0,https://facebook.com/1241759356481390,"Kak Indra, silakan disampaikan pertanyaan seputar layanan IndiHome-nya ya. Jika ada data privat seperti atas nama, email atau nomor HP bisa disampaikan via inbox. Terima kasih -Fasha",1241759356481390
ranu.triwibowo,ranu.triwibowo,2023-07-03 11:00:00,,,3,https://facebook.com/237339549107460,Min mau nanya dong ?,237339549107460
IndiHomeCare,IndiHomeCare,2023-07-03 11:00:00,0,0,0,https://facebook.com/210803044850641,"Malam, Kak Ranu. Silakan disampaikan pertanyaannya ya, Kak. Jika ada data privat seperti atas nama, email atau nomor HP bisa Kakak sampaikan via DM. Terima kasih -Fasha",210803044850641
ranu.triwibowo,ranu.triwibowo,2023-07-03 13:00:00,0,0,0,https://facebook.com/3424275224461070,IndiHome Care apakah benar IndiHome pindah ke Telkomsel ?,3424275224461070
IndiHomeCare,IndiHomeCare,2023-07-03 13:00:00,0,0,0,https://facebook.com/1417565675690291,"Benar, Kak Ranu.Mulai 1 Juli 2023, layanan IndiHome telah menjadi bagian dari Telkomsel ya. Terima kasih. -Andev",1417565675690291
indra.wibowo.14,indra.wibowo.14,2023-07-02 00:00:00,,,1,https://facebook.com/1028702701472726,Min utk yg punya tmpt kost apa indihome gk ada paket khusus yg non fup ? Tapi jangan wifi id itu produk tdk bisa pakai lan dan konek cctv saya pindah ke isp lain yg non fup gara2 lemot di tengah bulan kena fup kasihan ank2 kost yg pakai jg,1028702701472726
IndiHomeCare,IndiHomeCare,2023-07-03 01:00:00,0,0,0,https://facebook.com/807034284152043,"Hi Kak Hendra. Anin infokan untuk paket IndiHome menggunakan FUP. Kakak bisa registrasi via wifi.id/pasang-layanan untuk Paket Wifi Manage Service (WMS), karena tidak kena FUP (Fair Usage Policy), ya. -Anin",807034284152043
plam.nedved.3,plam.nedved.3,2023-07-03 23:00:00,,,1,https://facebook.com/308202554895545,WiFi lemot tolong di Restart,308202554895545
IndiHomeCare,IndiHomeCare,2023-07-03 23:00:00,0,0,0,https://facebook.com/1320775675454740,Kak Pramana. Mel sudah bantu refresh jaringan Kakak melalui sistem ya. Yuk dicoba kembali dan ditunggu kabar baiknya. Terima kasih -Mel,1320775675454740
IndiHome Care,IndiHomeCare,2023-07-02 10:23:17,28,2,201,https://facebook.com/IndiHomeCare/posts/666607308817365,"Selamat datang di era baru layanan yang lebih baik! Bergabungnya IndiHome dengan Telkomsel membawa kemudahan tak terbatas untukmu.Tidak perlu khawatir tentang perubahan paket berlangganan atau dampak pada layanan lainnya. Dengan bersatu, Kami berkomitmen untuk memudahkanmu dalam menemukan konektivitas digital tanpa batas.#BersatuLebihMudahWelcome to a new era of better service! Merging IndiHome with Telkomsel brings you unlimited convenience.No need to worry about changing subscription plans or impacting other services. With united, we're committed to making it easier for you to discover limitless digital connectivity.#BersatuLebihMudah",666607308817365
sylazahr,sylazahr,2023-07-01 00:00:00,,,4,https://facebook.com/654715916177831,boleh check kak internet ku lag,654715916177831
IndiHomeCare,IndiHomeCare,2023-07-01 00:00:00,0,0,0,https://facebook.com/121991604241378,"Hai, Kak Sylazahr. Terkait kondisi jaringannya pada nomor internet dengan akhiran 44, Marli cek jaringannya kurang stabil sebagai penanganan awl Marli akan bantu refresh jaringan melalui sistem kami agar jaringan Kakak dapat optimal, nantinya jaringan akan mati sejenak. Apakah Kakak berkenan? Marli tunggu konfirmasinya. Terima kasih. -Marli",121991604241378
sylazahr,sylazahr,2023-07-01 00:00:00,0,0,0,https://facebook.com/1017227276121254,"IndiHome Care berkenan, terimakasih",1017227276121254
IndiHomeCare,IndiHomeCare,2023-07-01 00:00:00,0,0,0,https://facebook.com/810662313883899,"Sama-sama Kak Sylazahr, Pevi sudah bantu refresh melalui sistem. Silakan dicoba koneksikan secara berkala dan pastikan semua lampu indikator pada modem menyala hijau. -Pevi",810662313883899
nheya.birublue.1,nheya.birublue.1,2023-07-02 00:00:00,0,0,0,https://facebook.com/1058758671789217,IndiHome Care hallo,1058758671789217
edwaldus,edwaldus,2023-07-01 00:00:00,,,1,https://facebook.com/1427123921410587,Siaran tv blur ga jelas,1427123921410587
IndiHomeCare,IndiHomeCare,2023-07-01 00:00:00,0,0,0,https://facebook.com/934594717622604,Kak Nicolaus. Rahma cek sebelumnya sudah di bantu restart STB (Set Top Box) melalu sistem. Silakan dicoba kembali secara berkala. Pastikan peletakan ONT dan STB tidak bertumpukan jadi 1 ya. Terima kasih. -Rahma,934594717622604
rachma.wati.94,rachma.wati.94,2023-07-02 00:00:00,,,1,https://facebook.com/232563759639488,Mohon dipermudah proses penutupan layanan... Khawatir ada pembayaran lg Krn sdh tidak terpakai.,232563759639488
IndiHomeCare,IndiHomeCare,2023-07-02 00:00:00,0,0,0,https://facebook.com/664611651691929,"Hallo, Kak Rachma. Marli cek untuk permintaan berhenti berlangganannyasudah diinformasikan lebih lanjut melalui Inbox ya, Kak. Mohon untuk mengikuti tahapan verifikasinya melalui inbox ya, Kak. Terima kasih. -Marli",664611651691929
aryajalu25,aryajalu25,2023-07-02 00:00:00,,,1,https://facebook.com/252723117474865,"Adain paketan khusus pengguna indihome + telkomsel min, masa udah pake indihome tapi masih aja beli paket data seluler",252723117474865
IndiHomeCare,IndiHomeCare,2023-07-02 00:00:00,0,0,0,https://facebook.com/1045368016843501,"Halo Kak Arya, untuk saat ini belum ada penawaran bundling produk IndiHome dan Telkomsel. Jika ada, akan kami informasikan kepada pelanggan. Terima kasih. -Pevi",1045368016843501
