username,handle,postDate,responding,retweets,likes
Bulanbintang,@Bulanbi72339363,2023-06-03T08:18:00.000Z,@indihome ada yg mau saya tanyakan 314,,
mahardyanti kw,@mahardyanti,2023-06-03T08:10:47.000Z,Replying to @IndiHomeCare Sampe jam segini internetnya masih belum bisa @IndiHomeCare @IndiHome,,
Bismillah Bisa,@Bisakalokepepet,2023-06-03T08:00:01.000Z,@indihome sore min 383,,
jiya.,@distniey,2023-06-03T07:55:17.000Z,"Sebenernya aku kurang apasi ke kamu @indihome Akutu gaperna bayar telat, tapi kamu ngelunjak @IndiHomeCare Wifi tidak tersambung terus sebenernya aku ini tinggal dimana…………sampe susah nyambungin sinyalnya 129",,
𝗵𝗮𝘆𝘂𝗺𝗮23,@haristriwind,2023-06-03T07:43:19.000Z,Sangat menggangu sekali!!@IndiHome @IndiHomeCare ,,
Fatih Ahmad,@fatih18ahmd,2023-06-03T07:21:00.000Z,@indihome min mau nanya 317,,
Uya,@Uyacarsom,2023-06-03T07:18:00.000Z,@indihome lag min 331,,
agustian,@agustianrizky24,2023-06-03T07:17:24.000Z,Halo @IndiHomeCare @IndiHome ini kenapa ya udah di restart berkali kali tapi masih tetep ngelost terus ,,
Dian Ayuu,@DianAyuu20,2023-06-03T07:11:00.000Z,@indihome halo min 321,,
addienesia,@addienMuh,2023-06-03T06:38:44.000Z,@IndiHome min pengumuman lomba berkonten ria dengan indihome kapan ya? 167,,
Ira doyani (mak ira),@irasetiawan1970,2023-06-03T04:30:01.000Z,@IndiHome  internet tidak bisa. Rooternya kedip2 merah 335,,
sya,@jjsdyyf,2023-06-03T04:27:46.000Z,jaringan @IndiHome lemot bngtt dah 2268,,
68 Channel,@dearnoto,2023-06-03T04:24:29.000Z,Replying to @hellowstalker @Heraloebss and 2 others Sama saya punya pengalaman begitu sama speedol tilkom. Udah langganan hampir dua tahun tetiba tagihan bulan terakhir naik dua kali lipat dari 300an jadi 600an tanpa pemberitahuan tanpa perubahan paket. Pas komplen ke tilkom ga ada solusi pegawe kaya orang bego makan gaji buta,,
Novario Estabilizo,@NEstabilizo,2023-06-03T03:03:45.000Z,tolong dibantu dong @IndiHome 131,,
Robertus Teja,@robertus_t64,2023-06-03T02:03:00.000Z,@IndiHome 219,,
,@peoniyy,2023-06-03T01:39:13.000Z,@IndiHome saya ingin berhenti berlangganan 142,,
Ngurah,@stgmaxy,2023-06-03T01:27:47.000Z,min @IndiHome 137,,
Heritage Gry,@hrtge_gry,2023-06-03T01:26:55.000Z,tolong dong jaringan saya lambat ini @IndiHome 2196,,
Akukamukita,@beliinobat21_,2023-06-03T01:26:40.000Z,cek dm ya @IndiHome 133,,
Ayamgeprek,@Ayamgeprekyummy,2023-06-03T01:26:30.000Z,cekk tagihan @IndiHome 269,,
selsa,@selsaputrik,2023-06-03T01:26:20.000Z,mau pasang baru gimna caranya? @IndiHome 248,,
Arnata,@Arnata21348804,2023-06-03T00:53:40.000Z,"@IndiHomeCare @IndiHome ini wifi gangguan kenapa ya dari bangun tidur lampu LOS nyala merah, ga ada koneksi.. 2318",,
Nay,@annayezv,2023-06-02T23:19:43.000Z,@IndiHomeCare @IndiHome kenapa di saya wifiny gangguan ya??? 187,,
kharis,@maheskha,2023-06-02T22:53:25.000Z,"Min mau nanya, kapan pengumuman pemenang Content Creation Competition-nya ya min? Di sini tertera 2 Juni 2023 namun dari kemarin nggak ada pengumumannya min, terima kasih banyak sebelumnya @indihome @indihomecare ",1.0,
Bayuyosef,@bayuyosef,2023-06-02T17:21:34.000Z,@IndiHome @IndiHomeCare @TelkomCare internet saya knp mati ya? 136,,
mlyt for jennie,@pacarnyanini,2023-06-02T16:58:24.000Z,Replying to @pacarnyanini Thx @IndiHome,,
Profs,@Profs512017,2023-06-02T16:40:08.000Z,@IndiHome internet loss 442,,
𝔻 𝔸 𝕍 𝕀 𝕆 ℕ,@inLuldreaM,2023-06-02T16:02:37.000Z,MANTAP ANJING. GW CUMA MAU NONTON YOUTUBE DENGAN TENANG DOANG @IndiHome @IndiHomeCare ,,
Satria batang hitam,@satriazokerr,2023-06-02T16:00:55.000Z,Replying to @belajarlagiHQ @kontakBRI @IndiHome baca nih,,
Plastik Merah,@plastik_merah,2023-06-02T15:16:42.000Z,@IndiHome halo min 238,,
Ibrahim Mukni,@MukniMuk94470,2023-06-02T15:09:01.000Z,Selamat malam @IndiHome 121,,
mahardyanti kw,@mahardyanti,2023-06-02T14:08:40.000Z,Replying to @mahardyanti Masih aja nih @IndiHomeCare @IndiHome udah dari subuh loh,,
mahardyanti kw,@mahardyanti,2023-06-02T14:03:11.000Z,"Bayangin idup lg seneng2nya, tiba2 dengkul lu geser (untung bisa balik lg walaupun jalan sempet terseok2), @IndiHome gangguan, paket data abis, mesti naik KRL pula buat ke kantor dan masih aja penuh sesak 1202",,
Meru,@Meruualf,2023-06-02T13:30:31.000Z,Internet putus mulu dh @IndiHome 2103,,
,@AzzahrahNisaa,2023-06-02T13:18:28.000Z,@IndiHome trouble nih kak 268,,
douvre,@douvreamazed,2023-06-02T13:14:59.000Z,@IndiHome halo mau cek jaringan 333,,
@penipulung,@penipulung,2023-06-02T13:00:00.000Z,@indihome mau bertanya 336,,
esmeralda,@meraldesme,2023-06-02T12:41:13.000Z,malam @IndiHome 347,,
Novario Estabilizo,@NEstabilizo,2023-06-02T12:40:36.000Z,@indihome min 330,,
Dee,@j_daeun99,2023-06-02T12:17:14.000Z,"@IndiHome min... Ini aku mau berhenti langganan add on benefit voucher game knp error mulu sihKmrin ini didftrin sama org indihome yg telp,kebetulan yg ngangkat ibu sya. Tiba"" Udah nambah paket ini.Pdhl nih pkt gk kepake sma skali.Skrg mau dihentiin mlh kek gini.Tolong dibantu ",,
Aska Nugraha,@AskaNugraha9,2023-06-02T11:33:52.000Z,malam min @IndiHome 354,,
sagita_mania,@sagitamania123,2023-06-02T10:38:12.000Z,@IndiHome Min mau tanya 328,,
Mengciang,@mengciang,2023-06-02T10:14:00.000Z,@indihome lag min 370,,
Uya,@Uyacarsom,2023-06-02T09:33:00.000Z,@indihome min 317,,
Fatih Ahmad,@fatih18ahmd,2023-06-02T09:10:00.000Z,@indihome mau nanya 321,,
IndiHomeCare,@IndiHomeCare,2023-06-02T09:08:05.000Z,"Replying to @Bilqis85260147 and @IndiHome Hai, Kak Bilqis. Silakan informasikan pertanyaan dan permintaan pada layanan IndiHome-nya beserta nomor internet, nomor Hp utama dan alternatif via DM akun kami @IndiHomeCare untuk koordinasi selanjutnya. Terima kasih -Vexa",,
IndiHomeCare,@IndiHomeCare,2023-06-02T09:07:43.000Z,"Replying to @putrila_ila and @IndiHome Hai, Kak Putri. Silakan informasikan pertanyaan dan permintaan pada layanan IndiHome-nya beserta nomor internet, nomor Hp utama dan alternatif via DM akun kami @IndiHomeCare untuk koordinasi selanjutnya. Terima kasih -Vexa",,
IndiHomeCare,@IndiHomeCare,2023-06-02T09:07:16.000Z,"Replying to @ununfadhila and @IndiHome Mohon maaf atas ketidak nyamanan-nya, Kak Fadhila. Vexa bantu koordinasikan laporan Kakak dan silakan informasikan nomor internet, nomor Hp utama dan Hp alternatif via DM akun @IndiHomeCare untuk koordinasi selanjutnya. Terima kasih -Vexa",,
Kurniawan,@kurniawanbrooo,2023-06-02T09:07:00.000Z,@indihome halo min 313,,
Dian Ayuu,@DianAyuu20,2023-06-02T09:05:00.000Z,@indihome min 325,,
Ines Ar~,@ee_nest,2023-06-02T09:04:03.000Z,Replying to @ee_nest gercep banget SOP teknisi @IndiHomeCare @IndiHome,,
pineapple,@bubukaldu,2023-06-02T08:53:52.000Z,Replying to @tanyarlfes @IndiHome samlekum. ini wifi saya gabisa cuyyyyy. WHY,,1.0
putrilaila,@putrila_ila,2023-06-02T08:28:53.000Z,Min @IndiHome 132,,
Bilqis85,@Bilqis85260147,2023-06-02T08:28:08.000Z,Min cek DM min @IndiHome 130,,
Raditya,@RXavario,2023-06-02T08:27:21.000Z,@IndiHome  min 127,,
y,@pynnoy,2023-06-02T07:37:33.000Z,Replying to @Andriwi49611298 and @IndiHome telp ke 147 minta tutup indihome yg lama. lalu pasang baru....,,
Rizky Ramadhan,@rizkyraama,2023-06-02T06:38:22.000Z,"Halo @IndiHomeCare @IndiHome ini knapa yah wifinya ilang koneksi terus, terhubung tapi not connected. Bayar gk pernah telat, tapi begini mulu. Di call ke pusat bilangnya nanti coba di restart dari pusatnya. Cuman gk ada perubahan 160",,
KMF,@ununfadhila,2023-06-02T05:55:08.000Z,"@IndiHome mohon dicek lagi sopan santun teknisi yg turun ke lapangannya min, baik pemasangan atau maintenance, iyasi dia capek panas, tp resiko kerjakan. Hampir nibanin alat berat ke kepala gak ada maaf nya 135",,
selann,@yneebula,2023-06-02T05:01:42.000Z,admin @IndiHome cek dm dongg 21220,1.0,
Joma,@Joma01181743,2023-06-02T04:13:49.000Z,min @IndiHome 124,,
fitri,@fitri_141495,2023-06-02T04:13:39.000Z,mau tambah kecepatan min @IndiHome 227,,
Bagus,@Bagus3131_,2023-06-02T04:13:15.000Z,min mau pindah alamat tolong dibantu @IndiHome 247,,
Andika,@Andikadika_26,2023-06-02T04:12:57.000Z,modem los @IndiHome 3171,,
Rada,@Rada_1212,2023-06-02T04:12:44.000Z,min mau berhenti berlangganan tolong diproses @IndiHome 244,,
arisaijaz,@arisaijaz,2023-06-02T03:46:19.000Z,Gebrakan apa ini setelah @IndiHome dan @Telkomsel jadi satu ? 157,,
Ngurah,@stgmaxy,2023-06-02T03:28:20.000Z,jaringan sangat lambat @IndiHome 2150,,
Nasipadangkikil,@Nasipadangkiki,2023-06-02T03:27:58.000Z,min @IndiHome 141,,
Heritage Gry,@hrtge_gry,2023-06-02T03:27:40.000Z,cek dm @IndiHome 119,,
Ayamgeprek,@Ayamgeprekyummy,2023-06-02T03:27:16.000Z,jaringan lambat @IndiHome 3169,,
volume4four@gmail.com,volume4four@gmail.com,2023-06-02T02:07:28.000Z,"@IndiHome hola, tolong min 140",,
Ju,@juvalensio,2023-06-02T02:05:41.000Z,"Halo sobat @IndiHomeCare @IndiHome  sy mau lapor tv kabel saya bermasalah, loasing terus dan gamau connect, td sudah coba cara2 yg ada di layar tv tp tidak berhasil, mohon bantuan nya utk pengecekan yaa, terima kasih 193",,
Jeko⑰⁷𖧷| LINK DM,@sunkooksign,2023-06-02T01:18:54.000Z,"Ini emang tv @IndiHome lg bermasalah? Masa ngeload youtube gabisa, liat channel biasa gabisa. Payah 1159",,
Dony,@zo3nomad,2023-06-02T01:18:53.000Z,Replying to @zo3nomad Yg daftarin sudah meninggal bagaimana caranya minta data? @IndiHome @IndiHomeCare cc @BaleBengong @MediaKonsumenID,,
Dony,@zo3nomad,2023-06-02T01:10:28.000Z,Replying to @zo3nomad Sudah dua hari saya diputar balikkan pertanyaan kode pos oleh @IndiHome @IndiHomeCare . Sepertinya tidak boleh berhenti berlangganan. Tapi kalau dibiarkan tagihannya tetap jalan & kena denda,,
Dony,@zo3nomad,2023-06-02T01:07:12.000Z,"Berkali-kali menanyakan kode pos sesuai data pendaftaran pemasangan. Yang daftarin sudah meninggal, kami tidak punya datanya. Yang jelas kami membayar tiap bulan dan sekarang kami mau berhenti berlangganan. Masa @IndiHome @IndiHomeCare tidak punya data pelanggan? ",,
samsulkamar,@samsulk37613834,2023-06-02T01:06:12.000Z,@IndiHome saya ingin berhenti berlangganan indihome 157,,
Hesti Karmini,@hestihyuga,2023-06-02T00:13:09.000Z,Replying to @IndiHome Min solusi penggalan lama mau paket yang itu juga gmana?  masa cuma buat pelanggan baruuuuu,,
Hamcohamise,@Hamcohamise1,2023-06-01T23:28:38.000Z,@IndiHome Pagi min? 120,,
𝘼𝙡𝙤𝙣 𝙈𝙖𝙨 ,@diadochi,2023-06-01T22:59:09.000Z,Replying to @jefrybudi and @tanyakanrl @IndiHome kok bisa ya?,,
Indra,@drain,2023-06-01T19:46:14.000Z,Replying to @IndiHome wah jd tertarik nih,,
cesario,@bloodyNyos,2023-06-01T19:02:11.000Z,gulet aja kata gua mah @IndiHome ,,
endogmu,@satriyakur95,2023-06-01T16:59:01.000Z,Replying to @Denny_AlFarisi and @IndiHome Gak ngotak di kosan juga sama,,
Nna,@cokelatsundae,2023-06-01T16:26:51.000Z,"@Telkomsel ngisi pulsa, pulsa nya gamasukkkk @IndiHome jaringanmuu yaAllahhh lemot bangetttt 292",,
Soto Ayam,@wisnutitot,2023-06-01T16:01:56.000Z,"@IndiHome @IndiHomeCare min kok modem saya tiba2 muncul indikator ""LOS"" warna merah. Udah di idup matiin modemnya masih aja nongol. Saya kena marah anak saya min, dia mau nonton tipi gak bisa ini daritadi 353",,
baqi the beack,@baqi_thebeack,2023-06-01T15:38:25.000Z,Streaming film sinetron sekelak nih with @IndiHome #IndiHome #AktifitasTanpaBatas #InternetnyaIndonesia #SambutHarapanBaru ,,1.0
© Praditya Setiawan,@PradityaSIA01,2023-06-01T13:39:35.000Z,"Min @IndiHome @IndiHomeCare ini ada kabel melintang di depan rumah, bisa tolong di cek dan dirapikan jika memungkinkan ",,
Novario Estabilizo,@NEstabilizo,2023-06-01T13:26:32.000Z,@indihome min 321,,
@penipulung,@penipulung,2023-06-01T13:17:00.000Z,@indihome cek jaringan putus-putus 329,,
Nasi Goreng Tiarbah Bogor,@nastibogor,2023-06-01T13:06:36.000Z,"halo min @IndiHomeCare @IndiHome ini modem saya indikator LOS nya kelap kelip. sudah restart modem, cek kabel FO. semua aman. udah coba wa CS + email CS tp ga direspon sama sekali. minta tolong ini jualan saya online terganggu koneksi 1271",,
Andri wijaya,@Andriwi49611298,2023-06-01T13:01:29.000Z,Replying to @IndiHome paket lama bisa upgrade atau migrasi kesini kah?,,
Jamur Payung,@payung_jamur,2023-06-01T12:51:46.000Z,@IndiHome malam min 329,,
Upit Haryanto,@upithaye,2023-06-01T12:31:15.000Z,Replying to @IndiHome Pelanggan lama harga segitu cuma dpt 30Mbps hikz...,,1.0
Dona Renita,@kopisusuu___,2023-06-01T12:18:20.000Z,"Replying to @IndiHome Min mohon infonya, ini 295rb sudah nett? Internet saja kan ya? Seterusnya bayar segitu atau setelah setahun dikenakan tarif normal?",,
FabulousMommy,@FebryMeuthia,2023-06-01T12:17:37.000Z,"Gaes, kamu mau internetan cepat dan unlimited hanya dengan Rp 295Ribu/Bulan? BisaNih @IndiHome lagi ada promo Hari Lahir Pancasila dan Hari raya Waisak. Cuss buruan, segera langganan karena promonya cuma berlaku 1-4 Juni 2023 #InternetnyaIndonesia#AktivitasTanpaBatas ",1.0,
Dwi Cahya Suiatna,@dwicahyas_,2023-06-01T12:03:24.000Z,"Replying to @IndiHome Cek dm min, wifi saya gangguan",,
Kalunaraa,@Iavandeur,2023-06-01T11:26:31.000Z,hi kenapa lemot bgt bang @IndiHome 31304,1.0,
Kurniawan,@kurniawanbrooo,2023-06-01T11:00:00.000Z,@indihome cek DM Min 323,,
BunnJo,@BunnJo3,2023-06-01T10:29:00.000Z,@indihome mau nanya 329,,
Mengciang,@mengciang,2023-06-01T10:22:00.000Z,@Indihome kenapa lag min 383,,
Stu.zein,@StefanAlbert_,2023-06-01T10:11:38.000Z,@indihome sore min 366,,
Thread Reader App,@threadreaderapp,2023-06-01T09:52:59.000Z,"Replying to @syarif_soden and @IndiHome @syarif_soden Sorry we only unroll consecutive tweets from the same author, but if you want to grab the whole convo try @pdfmakerapp! https://twitter.com/pdfmakerapp/status/1290759123944894465…",,
syarif soden,@syarif_soden,2023-06-01T09:52:58.000Z,Replying to @syarif_soden and @IndiHome @threadreaderapp unroll,,
Revy,@Revy21884168,2023-06-01T09:26:53.000Z,"@indihome kerja dong bang, jaringan nya kyak dana bansos kemaren, suka ilang 1135",,1.0
IG : icaaak30,@icaaak_30,2023-06-01T09:17:06.000Z,Males pake @IndiHome lama2Sering banget gangguan!! Aplikasinya jg ga gunaaaaaa!! ,,2.0
Uya,@Uyacarsom,2023-06-01T09:15:00.000Z,@indihome min lag 335,,
Fatih Ahmad,@fatih18ahmd,2023-06-01T09:10:00.000Z,@indihome min 335,,
Dian Ayuu,@DianAyuu20,2023-06-01T09:03:00.000Z,@indihome halo 323,,
dodol,@Tashdiqurridho2,2023-06-01T07:56:17.000Z,Replying to @Tashdiqurridho2 @IndiHome,,
Kupunyaidung,@kupunyaidung,2023-06-01T07:50:14.000Z,@IndiHome Sore min? tolong 143,,
ChaiqalFachroni,@ChaiqalF,2023-06-01T07:16:03.000Z,Yang ini masih berlaku gak ya ? @TelkomIndonesia @IndiHome ,,
Wiwawa,@Wiwawa17,2023-06-01T07:07:13.000Z,@IndiHome haduu haduhhh 116,,
Lian,@TianLi_Lian,2023-06-01T06:30:11.000Z,Min @IndiHome @IndiHomeCare dari kemarin sore gini. Kabelnya emg kek agak longgar sih yg ada biru-birunya. Gimana ya?? ,,
Sie Chin Lie,@billy_hensie,2023-06-01T05:31:37.000Z,"@IndiHomeCare @IndiHome bisa bantu saya kak, mau melakukan pemutusan layanan Indihome 348",,
Aku Cinta Pemerintah,@rahadiangg,2023-06-01T04:20:21.000Z,"Replying to @rahadiangg and @IndiHome Setiap ada akses yang lemot seperti Docker & Telegram, solusinya saya pake VPN dari @cloudflare (WARP)",,
@AgnitiaBudia,@AgnitiaBudia,2023-06-01T04:18:19.000Z,"@IndiHome Siang, cek DM 125",,
Hamcohamise,@Hamcohamise1,2023-06-01T04:18:08.000Z,@IndiHome permisi indihome 121,,
Aku Cinta Pemerintah,@rahadiangg,2023-06-01T04:17:54.000Z,"Saya sudah cukup lama pake @IndiHome , karena memang adanya itu . Entah kenapa ketika akses ke beberapa hal selalu responnya lambat, Contohnya pull/push Docker image.Kalo di cek traceroute sih arahnya ada ke Hongkong. Pull image ukuran ~5MB aja butuh 18 Menit! ",,
Uchu Ermawati,@uchu___,2023-06-01T03:37:55.000Z,Min @IndiHome @IndiHomeCare jaringan wifi saya lelet sekali 196,,
par.,@ptrstyn_,2023-06-01T03:25:18.000Z,@IndiHomeCare @IndiHome tolong cek dm ya min 128,,
Titip Rindu yg di Surga,@KriztyoAdies,2023-06-01T03:20:33.000Z,@IndiHome Kok belum dipasang pengajuan wifi indihome kami 118,,
Raditya,@RXavario,2023-06-01T02:33:41.000Z,Noobb aaahh @IndiHome 137,,
Bilqis85,@Bilqis85260147,2023-06-01T02:32:30.000Z,@IndiHome 119,,
putrilaila,@putrila_ila,2023-06-01T02:31:42.000Z,Min @IndiHome 122,,
anas,@dalmatianas,2023-06-01T02:29:36.000Z,Replying to @kevinkddd aku @IndiHome,,
IDAY SEMBIRING,@southeastday,2023-06-01T01:44:24.000Z,@IndiHome mohon di cek DM saya min... Terimakasih 245,,
Denny デニー,@Denny_AlFarisi,2023-06-01T01:31:00.000Z,"Udah semingguan @IndiHome gangguan gini, gak perlu kasih saran “reset modem” ya soalnya semua tempat cafe, tetanggaku juga sama kondisinya gini. Nunggu kompetitor masuk daerah tempat tinggalku, langsung ganti ke provider lain aja mendingan. 90% hariku dikecewain sama @IndiHome 31222",1.0,
IndiHome,@IndiHome,2023-05-31T23:57:35.000Z,"Pancasila adalah cermin kebesaran bangsa. Pada Hari Lahir Pancasila, mari kita jaga dan perjuangkan nilai-nilainya untuk kebaikan bersama.#AktivitasTanpaBatas#InternetnyaIndonesia#IndiHome ",5.0,9.0
Princess Sendal Jepit,@nurulnucan,2023-05-31T17:00:14.000Z,"@IndiHome ini gimana sih gangguannya ko tumben lama bgt2, dari jam 3 sore sampe skrg udah jam 12 malem lagi tapi msh ga bisa2 jg internetnya!!! Udah 9 jam loh ini 228",,
vina,@vina47094831,2023-05-31T16:42:38.000Z,"@IndiHome malam, ini kenapa jaringannya agak lemot ya? 265",,
Ojan,@OjanInter,2023-05-31T16:25:45.000Z,Gak @XLAxiata_Tbk gak @IndiHome sm jeleknya hari ini.. 245,,
gading,@gakding,2023-05-31T16:04:57.000Z,Replying to @wajihanesa and @IndiHome Space geeeh,,
ᴅᴀɴʏ,@wajihanesa,2023-05-31T15:51:05.000Z,@indihome gmn laporannya ? https://twitter.com/wajihanesa/status/1663934729438248960… This Tweet is unavailable.,,
siapasaya??,@Netijenkebanya3,2023-05-31T15:37:46.000Z,"Saya tuh pake wifi @IndiHome cuma jam 5 sore ke pagi, jam kerja dicabut power karena ditinggal.kerja , tp tiap malem ke pagi lemot gini terus ya min @IndiHomeCare ,gak pingin sebenernya komplain terus2 an kaya gini,tp ya bikin kesel juga kalau tiap hari kaya gini 156",,
esmeralda,@meraldesme,2023-05-31T15:27:46.000Z,halo @IndiHome 138,,
Aska Nugraha,@AskaNugraha9,2023-05-31T15:17:08.000Z,lag nih @IndiHome 288,,
Novario Estabilizo,@NEstabilizo,2023-05-31T15:12:09.000Z,@IndiHome malam min 132,,
Zei Harahap,@ZeiHarahap,2023-05-31T15:02:50.000Z,Indihome kenapasih skrg kalo hujan langsung jelek signalnya @IndiHome 23,,
Riyan Amanda,@amanda_riyan,2023-05-31T14:34:56.000Z,"Ini jaringan udah gangguan lagi setelah dihubungi oleh oknum @IndiHome 2 hari yang lalu, padahal sebelumnya lancar² aj. Warga daerah sini juga ngeluh, dn teknisi yg ada datang sm dengan teknisi yg nelpn. Tlng di check @IndiHomeCare 196",,
daffa,@daffincii,2023-05-31T14:21:21.000Z,@IndiHome stop ngelag ajg gua cuma mau enjoy ted lasso for the last time 264,,
baqi the beack,@baqi_thebeack,2023-05-31T13:28:31.000Z,"Buat kamu biar betah dirumah, berlangganan terus @IndiHome Streaming lancar, kerjaan online pun jadi lancar juga #IndiHome #AktifitasTanpaBatas #SambutHarapanBaru ",,
Jokitugas,@bingcuu,2023-05-31T13:22:11.000Z,Replying to @suprianto_05 and @IndiHome Halo kak kalau boleh tau tinggal daerah mana?,,
sagita_mania,@sagitamania123,2023-05-31T13:13:00.000Z,@IndiHome malam minnnn ada orang kah 319,,
sar,@glowinthesarr,2023-05-31T11:29:20.000Z,Lalot bngt wifinya bro @indihome. Kesel gww 479,,
xyz,@xyz74978580,2023-05-31T11:05:31.000Z,@IndiHomeCare @IndiHome min cek dm min 10,,
Fitri Yani,@FitriYa8756578,2023-05-31T10:45:27.000Z,@IndiHome baca dm ngapaa min 219,,
SPS,@Yasmin160118,2023-05-31T10:44:37.000Z,cek cek @IndiHome 228,,
BWR,@Belawr77965871,2023-05-31T10:44:23.000Z,@IndiHome soree 394,,
Andi Odank,@AndiOda68941289,2023-05-31T10:43:35.000Z,@IndiHome mau tanya dong 323,,
supramen,@leslaiii3,2023-05-31T10:43:16.000Z,@IndiHome cek dm 318,,
Mas Yo,@MasYo80384384,2023-05-31T10:05:50.000Z,Replying to @holokayu and @IndiHome Min WiFi ku kok lampunya merah terus ya? Kenapa itu? @IndiHomeCare,,
Nothing | VirtualVersions,@Ozzy31993,2023-05-31T09:26:34.000Z,"Lfg @lukyawu @awceceoficial27 @IndiHome Quote TweetLIKN@0xLIKN·May 26All cutie fams, don't miss @0xLIKN new campaign. Time to join @0xLIKN x @taskonxyz special #Giveaway! 500 USDT & 3000 Badge NFTs May 26th, 11:00 – Jun 6th, 11:00 (UTC)Act Nowhttps://taskon.xyz/campaign/detail/4805… #Giveaways #NFTs #NFTCommunity #Rewards #likn #TaskOn",,
Fatih Ahmad,@fatih18ahmd,2023-05-31T09:26:00.000Z,@IndiHome soreee 372,,
Nothing | VirtualVersions,@Ozzy31993,2023-05-31T09:23:20.000Z,Replying to @0xLIKN and @taskonxyz brilliant & interesting project at its early stage. I really excited for this  airdrop Its community is fast growing. This has definitely huge potential as well. Nice projects@IndiHome @lukyawu @LukyYuki,,
IndiHomeCare,@IndiHomeCare,2023-05-31T09:04:51.000Z,"Replying to @Rosiwulan_ and @IndiHome Halo, Sobat. Mengenai hal tersebut akan dibantu pengecekan lebih lanjut, Yuk infokan data berikut via DM di akun @IndiHomeCare (http://myih.ch/dm) atau via WhatsApp http://myih.ch/WAIndiHomecare, agar privasi tetap terjaga:",,
Dian Ayuu,@DianAyuu20,2023-05-31T09:04:00.000Z,@indihome halo 314,,
kader kelurahan,@Rosiwulan_,2023-05-31T08:57:38.000Z,"@IndiHome sudah melakukan pelaporan pemutusan dari 6 bulan yang lalu dan device sudah di ambil petugas, kenapa masih muncul tagihan sampai email sama di blacklist? 277",,
Oktavia Ruthdian,@ORuthdian,2023-05-31T06:54:56.000Z,@IndiHome halo admin. Sy mau berhenti langganan indihome. Infoin langkahnya. Trims 380,,
Vicky Saputra,@VickyJoni24,2023-05-31T06:50:20.000Z,"@IndiHome tolong donk,jelaskan knp WiFi di kantor saya lemot sekali? 369",,
Rio,@Rio94138428,2023-05-31T06:19:00.000Z,@indiHome min help cek dm 218,,
Zani,@YaniSuryani1212,2023-05-31T06:00:00.000Z,@indiHome lg knp sihhh :) 324,,
DARKIE #NKRI,@Darkie72006006,2023-05-31T05:30:06.000Z,"Yth Bp @erickthohir tlg bantu perbaikan layanan @IndiHomeCare BUKAN @IndiHome yg melayani PELANGGAN tp PELANGGAN yg melayani @indihomeborneo Trouble @IndiHome spt minum obat sebulan sekali,jk ada trouble hrs menghubungi 147 operator bicaranya muter²PULSA KITA HABIS Krn BERBAYAR 176",,
Joma,@Joma01181743,2023-05-31T05:00:00.000Z,@indiHome min tanya dong 212,,
fitri,@fitri_141495,2023-05-31T04:45:00.000Z,@indiHome inet knp sering lag min 327,,
Marwah,@Marwah14417743,2023-05-31T04:35:00.000Z,@indiHome 211,,
Bagus,@Bagus3131_,2023-05-31T04:30:00.000Z,@indiHome :( 29,,
Andika,@Andikadika_26,2023-05-31T04:18:00.000Z,@indiHome min dm yaaa toloong 212,,
Lila,@aila_roma,2023-05-31T03:25:25.000Z,"@IndiHome Siang min, please CS or telemarketingnya dikasih tahu donk.. kalau ngasih penawaran jangan maksa. Saya sudah paham promo yg ditawarkan tapi saya memang tidak membutuhkan penawaran itu jadi tidak perlu dijelaskan berulang². Maaf tapi itu sangat mengganggu 258",,
Rada,@Rada_1212,2023-05-31T03:15:00.000Z,@indiHome cek dm min 313,,
-,@juliaprdj,2023-05-31T03:11:19.000Z,"@IndiHome Hallo indihome saya mau cek router dirumah saya, dan mau menaikan limit mungkin bisa bantu untuk kemana bisa saya menghubungi? 269",,
luki,@lukeluki,2023-05-31T02:41:16.000Z,"Replying to @TelkomCare and @IndiHome Gimana mo nglike... nomor tiba² putus dg alsn masa aktif, tp trima pulsa bisa.. balikin lah pulsanya gak prof banget",,
txtdaribismo,@bismoalfs,2023-05-31T02:41:02.000Z,@IndiHomeCare @IndiHome tolongindongnyong IndiHome,,
yunusss,@frlbp__,2023-05-31T02:01:26.000Z,@IndiHome min ini kalo set top box nya sering error gimana ya? Kadang suka ga bisa dipencet trus berujung not responding. 177,,
Hamcohamise,@Hamcohamise1,2023-05-31T01:52:59.000Z,@IndiHome hummmm :((( 114,,
sayang jungkook pokoknya,@Satiyya1,2023-05-31T01:02:46.000Z,@IndiHome ..internetnya low banget 339,,
•weed•,@Mwtawaja,2023-05-31T00:04:46.000Z,@IndiHome error ya? 175,,
itsmecha,@itsmechch,2023-05-31T00:02:07.000Z,@IndiHome P 111,,
faidē,@lucidhavenly,2023-05-30T23:01:00.000Z,koneksi internet @IndiHome #kontol sangat cocok sekali untuk bermain game saya sampe2 senang kegirangan. ,,
Kue kering,@COOXI3Z,2023-05-30T22:23:20.000Z,Replying to @icxhnk and @IndiHome Selamat anda jadi korban dari sekian juta korban,,
sagita_mania,@sagitamania123,2023-05-30T17:47:25.000Z,@IndiHome pppppp 119,,
delis,@delisdlyn,2023-05-30T16:46:33.000Z,@IndiHome min kok gangguan mulu si 3126,,
